一级类目名称	二级类目名称	三级类目名称	属性																													
婴童服装	儿童户外服	儿童冲锋裤	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	儿童户外服	儿童冲锋裤	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童户外服	儿童冲锋裤	性别	男	女	中性																										
婴童服装	儿童户外服	儿童冲锋裤	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童户外服	儿童冲锋衣	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	儿童户外服	儿童冲锋衣	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童户外服	儿童冲锋衣	性别	男	女	中性																										
婴童服装	儿童户外服	儿童冲锋衣	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童户外服	儿童防晒衣	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	儿童户外服	儿童防晒衣	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童户外服	儿童防晒衣	性别	男	女	中性																										
婴童服装	儿童户外服	儿童防晒衣	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童户外服	儿童软壳裤	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	儿童户外服	儿童软壳裤	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童户外服	儿童软壳裤	性别	男	女	中性																										
婴童服装	儿童户外服	儿童软壳裤	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童户外服	儿童软壳衣	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	儿童户外服	儿童软壳衣	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童户外服	儿童软壳衣	性别	男	女	中性																										
婴童服装	儿童户外服	儿童软壳衣	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童户外服	儿童速干T恤	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	儿童户外服	儿童速干T恤	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童户外服	儿童速干T恤	性别	男	女	中性																										
婴童服装	儿童户外服	儿童速干T恤	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童户外服	儿童速干衬衫	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	儿童户外服	儿童速干衬衫	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童户外服	儿童速干衬衫	性别	男	女	中性																										
婴童服装	儿童户外服	儿童速干衬衫	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童户外服	儿童速干裤	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	儿童户外服	儿童速干裤	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童户外服	儿童速干裤	性别	男	女	中性																										
婴童服装	儿童户外服	儿童速干裤	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童户外服	儿童运动套装	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	儿童户外服	儿童运动套装	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童户外服	儿童运动套装	性别	男	女	中性																										
婴童服装	儿童户外服	儿童运动套装	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童户外服	儿童运动衣	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	儿童户外服	儿童运动衣	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童户外服	儿童运动衣	性别	男	女	中性																										
婴童服装	儿童户外服	儿童运动衣	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童户外服	儿童抓绒衣	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	儿童户外服	儿童抓绒衣	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童户外服	儿童抓绒衣	性别	男	女	中性																										
婴童服装	儿童户外服	儿童抓绒衣	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童配饰	儿童包	材质	材质1	材质2	材质3	材质4	材质5	其他																						聚酰胺	
婴童服装	儿童配饰	儿童包	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童配饰	儿童包	性别	男	女	中性																										
婴童服装	儿童配饰	儿童包	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童配饰	儿童表	材质	材质1	材质2	材质3	材质4	材质5	其他																						聚酰胺	
婴童服装	儿童配饰	儿童表	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童配饰	儿童表	性别	男	女	中性																										
婴童服装	儿童配饰	儿童表	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童配饰	发饰	材质	材质1	材质2	材质3	材质4	材质5	其他																						聚酰胺	
婴童服装	儿童配饰	发饰	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童配饰	发饰	性别	男	女	中性																										
婴童服装	儿童配饰	发饰	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童配饰	领带/领结	材质	材质1	材质2	材质3	材质4	材质5	其他																						聚酰胺	
婴童服装	儿童配饰	领带/领结	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童配饰	领带/领结	性别	男	女	中性																										
婴童服装	儿童配饰	领带/领结	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童配饰	帽子/围巾/手套	材质	材质1	材质2	材质3	材质4	材质5	其他																						聚酰胺	
婴童服装	儿童配饰	帽子/围巾/手套	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童配饰	帽子/围巾/手套	性别	男	女	中性																										
婴童服装	儿童配饰	帽子/围巾/手套	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童配饰	其他配饰	材质	材质1	材质2	材质3	材质4	材质5	其他																						聚酰胺	
婴童服装	儿童配饰	其他配饰	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童配饰	其他配饰	性别	男	女	中性																										
婴童服装	儿童配饰	其他配饰	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童配饰	手链	材质	材质1	材质2	材质3	材质4	材质5	其他																						聚酰胺	
婴童服装	儿童配饰	手链	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童配饰	手链	性别	男	女	中性																										
婴童服装	儿童配饰	手链	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童配饰	太阳镜	材质	材质1	材质2	材质3	材质4	材质5	其他																						聚酰胺	
婴童服装	儿童配饰	太阳镜	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童配饰	太阳镜	性别	男	女	中性																										
婴童服装	儿童配饰	太阳镜	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童配饰	项链	材质	材质1	材质2	材质3	材质4	材质5	其他																						聚酰胺	
婴童服装	儿童配饰	项链	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童配饰	项链	性别	男	女	中性																										
婴童服装	儿童配饰	项链	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	儿童配饰	腰带/皮带	材质	材质1	材质2	材质3	材质4	材质5	其他																						聚酰胺	
婴童服装	儿童配饰	腰带/皮带	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	儿童配饰	腰带/皮带	性别	男	女	中性																										
婴童服装	儿童配饰	腰带/皮带	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	家居服/内衣	保暖裤	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	家居服/内衣	保暖裤	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	家居服/内衣	保暖裤	性别	男	女	中性																										
婴童服装	家居服/内衣	保暖裤	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	家居服/内衣	保暖上衣	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	家居服/内衣	保暖上衣	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	家居服/内衣	保暖上衣	性别	男	女	中性																										
婴童服装	家居服/内衣	保暖上衣	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	家居服/内衣	保暖上衣/保暖裤/保暖套装	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	家居服/内衣	保暖上衣/保暖裤/保暖套装	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	家居服/内衣	保暖上衣/保暖裤/保暖套装	性别	男	女	中性																										
婴童服装	家居服/内衣	保暖上衣/保暖裤/保暖套装	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	家居服/内衣	儿童内裤	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	家居服/内衣	儿童内裤	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	家居服/内衣	儿童内裤	性别	男	女	中性																										
婴童服装	家居服/内衣	儿童内裤	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	家居服/内衣	儿童秋衣/秋裤	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	家居服/内衣	儿童秋衣/秋裤	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	家居服/内衣	儿童秋衣/秋裤	性别	男	女	中性																										
婴童服装	家居服/内衣	儿童秋衣/秋裤	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	家居服/内衣	其他内衣	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	家居服/内衣	其他内衣	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	家居服/内衣	其他内衣	性别	男	女	中性																										
婴童服装	家居服/内衣	其他内衣	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	家居服/内衣	睡裤	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	家居服/内衣	睡裤	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	家居服/内衣	睡裤	性别	男	女	中性																										
婴童服装	家居服/内衣	睡裤	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	家居服/内衣	睡裙	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	家居服/内衣	睡裙	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	家居服/内衣	睡裙	性别	男	女	中性																										
婴童服装	家居服/内衣	睡裙	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	家居服/内衣	睡衣	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	家居服/内衣	睡衣	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	家居服/内衣	睡衣	性别	男	女	中性																										
婴童服装	家居服/内衣	睡衣	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	家居服/内衣	睡衣套装	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	家居服/内衣	睡衣套装	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	家居服/内衣	睡衣套装	性别	男	女	中性																										
婴童服装	家居服/内衣	睡衣套装	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	家居服/内衣	浴袍	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	家居服/内衣	浴袍	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	家居服/内衣	浴袍	性别	男	女	中性																										
婴童服装	家居服/内衣	浴袍	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	亲子装	爸爸宝宝装	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	亲子装	爸爸宝宝装	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	亲子装	爸爸宝宝装	性别	男	女	中性																										
婴童服装	亲子装	爸爸宝宝装	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	亲子装	妈妈宝宝装	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	亲子装	妈妈宝宝装	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	亲子装	妈妈宝宝装	性别	男	女	中性																										
婴童服装	亲子装	妈妈宝宝装	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	亲子装	全家装	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	亲子装	全家装	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	亲子装	全家装	性别	男	女	中性																										
婴童服装	亲子装	全家装	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	童装	T恤	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	童装	T恤	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	童装	T恤	性别	男	女	中性																										
婴童服装	童装	T恤	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
